"","sequencing_sample_id","sample_site_code","rna_plate_number","rna_plate_length","rna_plate_width","rna_sample_plate_position","rna_sample_plate_position_row","rna_sample_plate_position_column","sample_id","timestamp_sample_collected","sample_site_name","sample_city_name","rna_sample_plate_position_ind","sars_cov2_gc_l_mean","raw_ansis_sars_ct_repc_1","raw_ansis_sars_ct_repc_2","raw_ansis_sars_ct_repc_3","analysis_lab_code","analysis_lab_comments","sequencing_lab_code","sequencing_platform","sequencing_run_id","sequencing_run_date","sequencing_library_method","sequencing_library_protocol_version","sequencing_primer_set_version","sequencing_rna_plate_name","sequencing_rna_sample_plate_position","sequencing_lab_comments","data_model_version","grid_reference_east","grid_reference_north","grab_compo_ind","longitude","latitude","delta.mu","delta.se","delta.n","omicron.mu","omicron.se","omicron.n"
"297","4_seqloc_C11_2134511_C11_2109743_06","UKENNE_YW_TP000141",2134511,12,8,"C11","C",11,"2109743-06","10122021:0645","SHEFFIELD (WOODHOUSE MILL) STW",NA,"SAMPLE",655.2,-4,39.842,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,443369,385781,"Grab",-1.34970278614053,53.3671242892862,1,0,10,0.0008990034989385,0.00106951871657754,5
"298","4_seqloc_C2_2134511_C2_2109763_20","UKENNE_YW_TP000112",2134511,12,8,"C2","C",2,"2109763-20","10122021:0615","CHESTERFIELD   STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,439229,374651,"Grab",-1.41328896024861,53.267408091957,1,0,2,NA,NA,0
"299","4_seqloc_C3_2134511_C3_2109723_20","UKENNE_YW_TP000098",2134511,12,8,"C3","C",3,"2109723-20","10122021:0955","LEEDS (KNOSTROP) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,434649,430711,"Grab",-1.47577453860341,53.7715935291124,0.999907978282875,5.3475935828895e-05,10,0.000394983148850875,0.000300842358604091,4
"300","4_seqloc_C4_2134511_C4_2109767_16","UKENNE_YW_TP000102",2134511,12,8,"C4","C",4,"2109767-16","10122021:0745","BARNSLEY (LUNDWOOD) STW",NA,"SAMPLE",56176,33.722,34.602,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,437799,407001,"Composite",-1.43086142705988,53.5582765390272,0.999958069018396,1.50238966407798e-05,12,0.000296616182549411,8.43170578146114e-05,10
"301","4_seqloc_C5_2134511_C5_2109762_13","UKENNE_YW_TP000131",2134511,12,8,"C5","C",5,"2109762-13","10122021:0920","PONTEFRACT AND FERRYBRIDGE   STW",NA,"SAMPLE",42057.6,34.298,34.831,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,450119,425501,"Grab",-1.24192103765721,53.723514591293,0.999989702293299,4.02790532815408e-06,12,0.000486163305410916,0.000184663881098609,10
"302","4_seqloc_C6_2134511_C6_2109740_27","UKENNE_YW_TP000063",2134511,12,8,"C6","C",6,"2109740-27","10122021:1025","WAKEFIELD (CALDER VALE) STW",NA,"SAMPLE",6195.2,37.083,37.985,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,435069,420411,"Composite",-1.47056602790837,53.6789924065587,0.999969173859433,0.000200082594213993,12,0.000155824508026366,6.08149199270221e-05,10
"303","4_seqloc_C7_2134511_C7_2108508_35","UKENNE_YW_TP000061",2134511,12,8,"C7","C",7,"2108508-35","10122021:0850","BRIDLINGTON STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,515971,465255,"Composite",-0.229263946443297,54.0701829628415,1,0,4,NA,NA,0
"304","4_seqloc_C8_2134511_C8_2109781_15","UKENNE_YW_TP000039",2134511,12,8,"C8","C",8,"2109781-15","10122021:0940","SCARBOROUGH STW",NA,"SAMPLE",4059.431801,38.1468596,38.08287115,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,502608,492250,"Grab",-0.424183944292775,54.3155369322324,1,0,6,0.000176995458734046,0.000262191924488726,2
"305","4_seqloc_C9_2134511_C9_2109726_34","UKENNE_YW_TP000057",2134511,12,8,"C9","C",9,"2109726-34","10122021:0710","SHEFFIELD (BLACKBURN MEADOWS) STW",NA,"SAMPLE",1286.567535,38.81124243,1000,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,439589,391567,"Grab",-1.40578253956288,53.4194251562429,0.873130382232966,0.0647731170482938,10,0.108516525918248,0.00115890173424776,6
"306","4_seqloc_D1_2134511_D1_2109812_28","UKENSW_SWS_TP000033",2134511,12,8,"D1","D",1,"2109812-28","10122021:1240","HELSTON STW",NA,"SAMPLE",1466.508675,38.61119713,1000,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,165503,26944,"Grab",-5.28014327892782,50.0962043927731,1,0,6,0,0,6
"307","4_seqloc_D10_2134511_D10_2109795_32","UKENSW_SWS_TP000031",2134511,12,8,"D10","D",10,"2109795-32","10122021:1115","ST IVES AND PENZANCE STW",NA,"SAMPLE",3010.537071,39.00733711,38.23250985,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,154781,35753,"Grab",-5.43544697394588,50.1709573488687,1,0,9,NA,NA,4
"308","4_seqloc_D11_2134511_D11_2109798_28","UKENSW_SWS_TP000002",2134511,12,8,"D11","D",11,"2109798-28","10122021:0910","BARNSTAPLE   STW",NA,"SAMPLE",3436.921959,37.56163044,40.1885618,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,253327,134309,"Composite",-4.09570055188981,51.0892882066083,0.999981369005478,1.57738658590663e-05,12,0.000484448415610752,0.000165412436292913,10
"309","4_seqloc_D2_2134511_D2_2109800_28","UKENSW_SWS_TP000055",2134511,12,8,"D2","D",2,"2109800-28","10122021:0920","PAR STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,206629,52671,"Grab",-4.71897946546976,50.3421369994768,-1,-1,-1,NA,-1,-1
"310","4_seqloc_D3_2134511_D3_2109809_28","UKENSW_SWS_TP000056",2134511,12,8,"D3","D",3,"2109809-28","10122021:0745","PLYMOUTH (CAMELS HEAD) STW",NA,"SAMPLE",3381.6,37.918,39.088,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,245476,56957,"Grab",-4.17525665322358,50.3921361256854,0.999977084192676,0.000356125356125327,12,0.000569022055870973,0.000199827380495145,10
"311","4_seqloc_D4_2134511_D4_2109804_28","UKENSW_SWS_TP000022",2134511,12,8,"D4","D",4,"2109804-28","10122021:0800","ERNESETTLE AND SALTASH   STW",NA,"SAMPLE",35748.8,35.321,34.397,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,244599,60101,"Composite",-4.18888696271666,50.4201586569107,0.990483223954749,0.0141132551244639,12,0.000355406762239457,0.000140727569695014,10
"312","4_seqloc_D5_2134511_D5_2110491_28","UKENSW_SWS_TP000073",2134511,12,8,"D5","D",5,"2110491-28","10122021:0855","TAVISTOCK STW",NA,"SAMPLE",1028,39.154,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,NA,NA,NA,1,0,8,0,0,9
"313","4_seqloc_D6_2134511_D6_2109643_18","UKENMI_ST_TP000099",2134511,12,8,"D6","D",6,"2109643-18","10122021:1050","GLOUCESTER NetheridgeSTW",NA,"SAMPLE",15232.8,36.304,35.909,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,380829,216121,"Grab",-2.27968129845798,51.8433573394344,0.999965803782102,7.58039506232443e-05,11,0.000317633951738492,0.000116720815408509,10
"314","4_seqloc_D7_2134511_D7_2109765_08","UKENNE_YW_TP000026",2134511,12,8,"D7","D",7,"2109765-08","10122021:1030","MALTON STW",NA,"SAMPLE",18422.4,36.043,35.596,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,477456,470471,"Grab",-0.816330403990466,54.1242733620517,0.916572143210307,0.067296609760727,12,0.178451474217732,0.0331884828032457,10
"315","4_seqloc_D8_2134511_D8_2109659_10","UKENMI_ST_TP000225",2134511,12,8,"D8","D",8,"2109659-10","10122021:1100","WARWICK  STW",NA,"SAMPLE",6458.930397,37.57550642,37.25130642,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,427569,262891,"Grab",-1.59747074770066,52.2634961006213,0.999789794524147,0.00105318588730906,12,0.233500624429161,0.0377922718941552,10
"316","4_seqloc_D9_2134511_D9_2108404_45","UKENMI_ST_TP000060",2134511,12,8,"D9","D",9,"2108404-45","10122021:1100","TELFORD SOUTH   STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,370979,301401,"Grab",-2.43000313632384,52.609605720345,0.999960808904217,3.44050678046433e-05,10,0.000303938170292215,0.000195388823759281,6
"317","4_seqloc_E1_2134511_E1_2109796_23","UKENSW_SWS_TP000058",2134511,12,8,"E1","E",1,"2109796-23","10122021:0915","PLYMOUTH CENTRAL STW",NA,"SAMPLE",4308,38.341,37.761,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,249776,54024,"Grab",-4.11363466761656,50.3668923102358,0.989998884633974,0.00436804070334396,10,0.0678110359664944,0.0228797807247603,10
"318","4_seqloc_E10_2134511_E10_2109810_28","UKENSW_SWS_TP000059",2134511,12,8,"E10","E",10,"2109810-28","10122021:0715","PLYMPTON   STW",NA,"SAMPLE",11089.6,36.206,37.073,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,252334,56403,"Composite",-4.07862692918325,50.3889210010953,0.999927001970947,0.00039797342677611,12,0,0,10
"319","4_seqloc_E11_2134511_E11_2109807_28","UKENSW_SWS_TP000045",2134511,12,8,"E11","E",11,"2109807-28","10122021:1000","LISKEARD   STW",NA,"SAMPLE",3064.300804,38.59594104,38.49431398,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,224102,63078,"Composite",-4.47854374648874,50.4411223424395,0.999956845088252,0.000692852892570519,12,0.000329390715665919,0.000139239303215682,10
"320","4_seqloc_E2_2134511_E2_2109748_33","SWS-WES",2134511,12,8,"E2","E",2,"2109748-33","10122021:0844","Exeter West",NA,"SAMPLE",32802.4,34.327,35.908,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Composite",NA,NA,0.992851528384279,0.00577955170471198,12,0.00486763061877767,0.00890007721183593,10
"321","4_seqloc_E3_2134511_E3_2109808_28","UKENSW_SWS_TP000010",2134511,12,8,"E3","E",3,"2109808-28","10122021:1320","CAMBORNE / REDRUTH   STW",NA,"SAMPLE",3139.2,38.12,39.027,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,163306,41953,"Composite",-5.32014049811965,50.2300907853712,0.99991892111024,0.000255727305726899,12,0.00013801932201047,0.000115340253748558,10
"322","4_seqloc_E4_2134511_E4_2109749_40","SWS-EEX",2134511,12,8,"E4","E",4,"2109749-40","10122021:0833","Exeter West and Exminster",NA,"SAMPLE",15696.8,36.583,35.652,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Composite",NA,NA,0.999961016304931,1.89880089751085e-05,12,0,0,10
"323","4_seqloc_E5_2134511_E5_2109802_28","UKENSW_SWS_TP000025",2134511,12,8,"E5","E",5,"2109802-28","10122021:1130","FALMOUTH STW",NA,"SAMPLE",16805.6,36.001,35.888,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,182302,32206,"Composite",-5.04862375472922,50.1498572299923,0.955862539162054,0.0112569322715914,12,0.01885168676504,0.0247773401301388,10
"324","4_seqloc_E6_2134511_E6_2109750_40","SWS-EAS",2134511,12,8,"E6","E",6,"2109750-40","10122021:0824","Exeter East",NA,"SAMPLE",14512.8,35.952,36.418,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Composite",NA,NA,0.99997045266517,3.07265176222688e-05,12,0.000442018194314688,0.000486316239276716,10
"325","4_seqloc_E7_2134511_E7_2109799_28","UKENSW_SWS_TP000051",2134511,12,8,"E7","E",7,"2109799-28","10122021:1010","NEWTON ABBOT / TEIGNMOUTH   STW",NA,"SAMPLE",16060,35.691,36.42,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,288249,72051,"Composite",-3.57830956385406,50.5375220615546,0.99997045141791,3.08351768556915e-05,12,0.000291801675334671,0.000134657334869592,10
"326","4_seqloc_E8_2134511_E8_2109811_28","UKENSW_SWS_TP000067",2134511,12,8,"E8","E",8,"2109811-28","10122021:0945","ST AUSTELL MENAGWINS STW",NA,"SAMPLE",33913.6,35.754,34.314,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,201192,50857,"Grab",-4.79433884908445,50.3240317315458,0.999976175018315,9.79646075833154e-05,12,0.00028606783584698,8.68866869614888e-05,10
"327","4_seqloc_E9_2134511_E9_2109797_28","UKENSW_SWS_TP000075",2134511,12,8,"E9","E",9,"2109797-28","10122021:0920","TORQUAY/ PAIGNTON/ BRIXHAM  ) STW",NA,"SAMPLE",28201.6,35.284,35.031,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,289699,56301,"Composite",-3.55320938831119,50.3962091014497,0.999936730980127,3.31300883016652e-05,12,0.0656975789466641,0.0172168922234902,10
"328","4_seqloc_F1_2134511_F1_2109658_14","UKENMI_ST_TP000120",2134511,12,8,"F1","F",1,"2109658-14","10122021:1015","KIDDERMINSTER STW",NA,"SAMPLE",7078.4,37.885,36.824,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,382559,273751,"Grab",-2.25753992515573,52.3615338501677,0.938519768809779,0.0202040381877071,12,0.000298995822908463,0.000217720005768551,10
"329","4_seqloc_F10_2134511_F10_2110492_42","UKENSW_SWS_TP000016",2134511,12,8,"F10","F",10,"2110492-42","10122021:0820","BIDEFORD/NORTHAM   STW",NA,"SAMPLE",5972.167206,38.35680532,36.98877909,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,NA,NA,NA,1,0,10,0.000257560378035835,9.5389507154213e-05,10
"330","4_seqloc_F11_2134511_F11_2109665_26","UKENMI_ST_TP000167",2134511,12,8,"F11","F",11,"2109665-26","10122021:1001","OSWESTRY (Mile Oak) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,330219,327121,"Grab",-3.03732616628333,52.8370650721785,1,0,11,0.000330979840899652,0.000163880694854146,9
"331","4_seqloc_F2_2134511_F2_2109657_25","UKENMI_ST_TP000199",2134511,12,8,"F2","F",2,"2109657-25","10122021:0925","SPERNAL   STW",NA,"SAMPLE",37112,35.356,34.291,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,408459,262631,"Unspecified",-1.87748136835604,52.2617805473102,0.767482817435887,0.0613379027283889,12,0.33468788525046,0.0669671741154615,10
"332","4_seqloc_F3_2134511_F3_2109635_06","UKENMI_ST_TP000020",2134511,12,8,"F3","F",3,"2109635-06","10122021:1100","BARSTON STW",NA,"SAMPLE",23081.6,35.811,35.172,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,419399,280281,"Grab",-1.71617991206752,52.4201803686982,0.969661156243409,0.0167729086156061,12,0.0273532447490463,0.00822220153805826,10
"333","4_seqloc_F4_2134511_F4_2109642_15","UKENMI_ST_TP000056",2134511,12,8,"F4","F",4,"2109642-15","10122021:1100","BURTON ON TRENT   STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,426849,325511,"Grab",-1.6029765034226,52.8264631750934,0.999875474752506,0.00724637681159416,12,0.000167109255545547,5.70450656018254e-05,10
"334","4_seqloc_F5_2134511_F5_2109801_28","UKENSW_SWS_TP000050",2134511,12,8,"F5","F",5,"2109801-28","10122021:1030","NEWQUAY STW",NA,"SAMPLE",174512,32.183,32.577,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,181743,59070,"Composite",-5.07193448614966,50.3909037229273,0.998105875861346,0.000720469622205068,12,0.00026218342226733,0.000103302741834507,10
"335","4_seqloc_F6_2134511_F6_2109648_14","UKENMI_ST_TP000050",2134511,12,8,"F6","F",6,"2109648-14","10122021:1100","CHECKLEY STW",NA,"SAMPLE",1195.2,38.923,-4,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,403429,337391,"Grab",-1.95043067348653,52.9339094019438,0.914661984196664,0.0773139048310069,11,0,0,9
"336","4_seqloc_F7_2134511_F7_2109637_29","UKENMI_ST_TP000074",2134511,12,8,"F7","F",7,"2109637-29","10122021:1140","DERBY STW",NA,"SAMPLE",872.8,-4,39.405,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,439359,334491,"Grab",-1.4162426475961,52.9064178522555,0.922911573800894,0.0721259304250038,11,0.000293370029087734,0.000279876854184159,9
"337","4_seqloc_F8_2134511_F8_2108415_35","UKENMI_ST_TP000141",2134511,12,8,"F8","F",8,"2108415-35","10122021:1120","LYDNEY STW",NA,"SAMPLE",1057.6,-4,39.111,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,363649,200551,"Grab",-2.52741381195547,51.7025150074676,0.99994459833795,1.90730497806491e-05,10,0.000430586308115149,0.000135943575320748,10
"338","4_seqloc_F9_2134511_F9_2108429_37","UKENMI_ST_TP000207",2134511,12,8,"F9","F",9,"2108429-37","10122021:1040","STOKE ON TRENT (STRONGFORD) STW",NA,"SAMPLE",60,-4,43.493,-2,"EA","2134511 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,387819,339051,"Grab",-2.18273370390406,52.9487009174856,0.847445052397292,0.120827209482842,9,0.700805965845584,0.103018617854628,9
"339","4_seqloc_G1_2134713_A1_2108697_49","UKENTH_TWU_TP000122",2134713,12,8,"A1","A",1,"2108697-49","12122021:0630","READING STW",NA,"SAMPLE",210605.6,31.273,31.225,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,471099,170701,"Grab",-0.978661065389559,51.4308611537243,0.977694447631066,0.00705666066404675,12,0.0286216981918006,0.00638583031638318,10
"340","4_seqloc_G10_2134713_A10_2110655_01","UKENTH_TWU_TP000047",2134713,12,8,"A10","A",10,"2110655-01","10122021:0745","CIRENCESTER, CIRENCESTER, GLOS STW""",NA,"SAMPLE",2261.6,38.228,38.369,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,403359,196941,"Grab",-1.95282574946826,51.6712324060811,1,0,11,0.00076477663364428,0.000220512263942641,10
"341","4_seqloc_G2_2134713_A2_2110648_11","UKENTH_TWU_TP000019",2134713,12,8,"A2","A",2,"2110648-11","10122021:0830","BICESTER, BICESTER, OXON STW""",NA,"SAMPLE",139161.6,31.794,31.998,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,457849,221221,"Grab",-1.1608878712268,51.8865542811514,0.640636346891203,0.0672173504680138,12,0.357174531443906,0.0398997437736288,10
"342","4_seqloc_G3_2134713_A3_2110632_14","UKENTH_TWU_TP000013",2134713,12,8,"A3","A",3,"2110632-14","12122021:0900","BASINGSTOKE, WILDMOOR, BASINGST STW""",NA,"SAMPLE",232303.2,31.028,31.168,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,467999,155201,"Grab",-1.02620505388525,51.2918902349557,0.975641629520702,0.00702421730642106,12,0.0195019068158847,0.00432921799296471,10
"343","4_seqloc_G4_2134713_A4_2110648_12","UKENTH_TWU_TP000019",2134713,12,8,"A4","A",4,"2110648-12","12122021:0700","BICESTER, BICESTER, OXON STW""",NA,"SAMPLE",83184,32.804,32.589,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,457849,221221,"Grab",-1.1608878712268,51.8865542811514,0.974301710795567,0.0996826944705924,12,0.0044177907017935,0.00453430083646585,10
"344","4_seqloc_G5_2134713_A5_2110634_23","UKENTH_TWU_TP000100",2134713,12,8,"A5","A",5,"2110634-23","12122021:0910","LITTLE MARLOW STW",NA,"SAMPLE",136184,32.04,31.821,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,487709,186961,"Grab",-0.73575197316752,51.574702631647,0.823565910712624,0.0497433546413797,9,0.49727403554035,0.00115000081086902,6
"345","4_seqloc_G6_2134713_A6_2110649_02","UKENTH_TWU_TP000154",2134713,12,8,"A6","A",6,"2110649-02","10122021:0800","WITNEY STW",NA,"SAMPLE",86364.8,32.346,32.989,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,434749,208541,"Grab",-1.49777018286297,51.7744671730064,0.935352932850759,0.0164013700248348,12,0.117497169060491,0.0184064379976979,10
"346","4_seqloc_G7_2134713_A7_2108715_19","UKENTH_TWU_TP000023",2134713,12,8,"A7","A",7,"2108715-19","12122021:1100","BORDON, BORDON, HANTS STW""",NA,"SAMPLE",5009.6,37.94,36.502,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,480299,136201,"Grab",-0.854090769522419,51.1194789368875,0.990344670599617,0.00488072731425659,12,0.000216059304723579,5.75704842411093e-05,10
"347","4_seqloc_G8_2134713_A8_2110639_17","UKENTH_TWU_TP000133",2134713,12,8,"A8","A",8,"2110639-17","12122021:1246","SLOUGH, WOOD STW""",NA,"SAMPLE",52633.6,33.337,33.474,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_4_2134511_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,494299,179201,"Grab",-0.642762234503057,51.5038864991052,0.813189220103248,0.0375711039342011,12,0.152934821330545,0.0370134535231441,10
